Gruppe;Kennzahl;Wert;Bewertung
Run 329;Gesamtdauer ms;963,247;spuerbar, aber fuer Offline-Generierung brauchbar
Run 329;Final Placed Rooms;19;
Run 329;Open Sockets Pre-Cap;9;
Run 329;Error Cause;None;
Run 330;Varianten-ID;HighControl;
Run 330;Success / Failure;true;Success
Run 330;Gesamtdauer ms;641,79;spuerbar, aber fuer Offline-Generierung brauchbar
Run 330;Final Placed Rooms;19;
Run 330;Open Sockets Pre-Cap;9;
Run 330;Error Cause;None;
Run 331;Varianten-ID;HighControl;
Run 331;Success / Failure;true;Success
Run 331;Gesamtdauer ms;357,107;spuerbar, aber fuer Offline-Generierung brauchbar
Run 331;Final Placed Rooms;19;
Run 331;Open Sockets Pre-Cap;9;
Run 331;Error Cause;None;
Run 332;Varianten-ID;HighControl;
Run 332;Success / Failure;true;Success
Run 332;Gesamtdauer ms;152,988;unproblematisch
Run 332;Final Placed Rooms;19;
Run 332;Open Sockets Pre-Cap;9;
Run 332;Error Cause;None;
Run 333;Varianten-ID;HighControl;
Run 333;Success / Failure;true;Success
Run 333;Gesamtdauer ms;3336,189;teuer, Performance pruefen
Run 333;Final Placed Rooms;18;
Run 333;Open Sockets Pre-Cap;14;
Run 333;Error Cause;None;
Run 334;Varianten-ID;HighControl;
Run 334;Success / Failure;true;Success
Run 334;Gesamtdauer ms;3521,921;teuer, Performance pruefen
Run 334;Final Placed Rooms;18;
Run 334;Open Sockets Pre-Cap;11;
Run 334;Error Cause;None;
Run 335;Varianten-ID;HighControl;
Run 335;Success / Failure;true;Success
Run 335;Gesamtdauer ms;3374,457;teuer, Performance pruefen
Run 335;Final Placed Rooms;16;
Run 335;Open Sockets Pre-Cap;7;
Run 335;Error Cause;None;
Run 336;Varianten-ID;HighControl;
Run 336;Success / Failure;true;Success
Run 336;Gesamtdauer ms;3464,668;teuer, Performance pruefen
Run 336;Final Placed Rooms;17;
Run 336;Open Sockets Pre-Cap;10;
Run 336;Error Cause;None;
Run 337;Varianten-ID;HighControl;
Run 337;Success / Failure;true;Success
Run 337;Gesamtdauer ms;3543,477;teuer, Performance pruefen
Run 337;Final Placed Rooms;16;
Run 337;Open Sockets Pre-Cap;9;
Run 337;Error Cause;None;
Run 338;Varianten-ID;HighControl;
Run 338;Success / Failure;true;Success
Run 338;Gesamtdauer ms;3430,128;teuer, Performance pruefen
Run 338;Final Placed Rooms;15;
Run 338;Open Sockets Pre-Cap;5;
Run 338;Error Cause;None;
Run 339;Varianten-ID;HighControl;
Run 339;Success / Failure;true;Success
Run 339;Gesamtdauer ms;3240,176;teuer, Performance pruefen
Run 339;Final Placed Rooms;14;
Run 339;Open Sockets Pre-Cap;4;
Run 339;Error Cause;None;
Run 340;Varianten-ID;HighControl;
Run 340;Success / Failure;true;Success
Run 340;Gesamtdauer ms;3445,936;teuer, Performance pruefen
Run 340;Final Placed Rooms;15;
Run 340;Open Sockets Pre-Cap;8;
Run 340;Error Cause;None;
Run 341;Varianten-ID;HighControl;
Run 341;Success / Failure;true;Success
Run 341;Gesamtdauer ms;3439,489;teuer, Performance pruefen
Run 341;Final Placed Rooms;14;
Run 341;Open Sockets Pre-Cap;7;
Run 341;Error Cause;None;
Run 342;Varianten-ID;HighControl;
Run 342;Success / Failure;true;Success
Run 342;Gesamtdauer ms;3549,626;teuer, Performance pruefen
Run 342;Final Placed Rooms;15;
Run 342;Open Sockets Pre-Cap;6;
Run 342;Error Cause;None;
Run 343;Varianten-ID;HighControl;
Run 343;Success / Failure;true;Success
Run 343;Gesamtdauer ms;3541,612;teuer, Performance pruefen
Run 343;Final Placed Rooms;18;
Run 343;Open Sockets Pre-Cap;10;
Run 343;Error Cause;None;
Run 344;Varianten-ID;HighControl;
Run 344;Success / Failure;true;Success
Run 344;Gesamtdauer ms;3621,008;teuer, Performance pruefen
Run 344;Final Placed Rooms;15;
Run 344;Open Sockets Pre-Cap;7;
Run 344;Error Cause;None;
Run 345;Varianten-ID;HighControl;
Run 345;Success / Failure;true;Success
Run 345;Gesamtdauer ms;3800,998;teuer, Performance pruefen
Run 345;Final Placed Rooms;17;
Run 345;Open Sockets Pre-Cap;9;
Run 345;Error Cause;None;
Run 346;Varianten-ID;HighControl;
Run 346;Success / Failure;true;Success
Run 346;Gesamtdauer ms;3630,401;teuer, Performance pruefen
Run 346;Final Placed Rooms;16;
Run 346;Open Sockets Pre-Cap;5;
Run 346;Error Cause;None;
Run 347;Varianten-ID;HighControl;
Run 347;Success / Failure;true;Success
Run 347;Gesamtdauer ms;3735,76;teuer, Performance pruefen
Run 347;Final Placed Rooms;16;
Run 347;Open Sockets Pre-Cap;8;
Run 347;Error Cause;None;
Run 348;Varianten-ID;HighControl;
Run 348;Success / Failure;true;Success
Run 348;Gesamtdauer ms;3680,131;teuer, Performance pruefen
Run 348;Final Placed Rooms;15;
Run 348;Open Sockets Pre-Cap;8;
Run 348;Error Cause;None;
Run 349;Varianten-ID;HighControl;
Run 349;Success / Failure;true;Success
Run 349;Gesamtdauer ms;3554,743;teuer, Performance pruefen
Run 349;Final Placed Rooms;18;
Run 349;Open Sockets Pre-Cap;8;
Run 349;Error Cause;None;
Run 350;Varianten-ID;HighControl;
Run 350;Success / Failure;true;Success
Run 350;Gesamtdauer ms;3394,507;teuer, Performance pruefen
Run 350;Final Placed Rooms;17;
Run 350;Open Sockets Pre-Cap;7;
Run 350;Error Cause;None;
Run 351;Varianten-ID;HighControl;
Run 351;Success / Failure;true;Success
Run 351;Gesamtdauer ms;3563,338;teuer, Performance pruefen
Run 351;Final Placed Rooms;18;
Run 351;Open Sockets Pre-Cap;10;
Run 351;Error Cause;None;
Run 352;Varianten-ID;HighControl;
Run 352;Success / Failure;true;Success
Run 352;Gesamtdauer ms;3405,878;teuer, Performance pruefen
Run 352;Final Placed Rooms;16;
Run 352;Open Sockets Pre-Cap;10;
Run 352;Error Cause;None;
Run 353;Varianten-ID;HighControl;
Run 353;Success / Failure;true;Success
Run 353;Gesamtdauer ms;3433,393;teuer, Performance pruefen
Run 353;Final Placed Rooms;15;
Run 353;Open Sockets Pre-Cap;6;
Run 353;Error Cause;None;
Run 354;Varianten-ID;HighControl;
Run 354;Success / Failure;true;Success
Run 354;Gesamtdauer ms;3204,916;teuer, Performance pruefen
Run 354;Final Placed Rooms;18;
Run 354;Open Sockets Pre-Cap;9;
Run 354;Error Cause;None;
Run 355;Varianten-ID;HighControl;
Run 355;Success / Failure;true;Success
Run 355;Gesamtdauer ms;3648,869;teuer, Performance pruefen
Run 355;Final Placed Rooms;14;
Run 355;Open Sockets Pre-Cap;7;
Run 355;Error Cause;None;
Run 356;Varianten-ID;HighControl;
Run 356;Success / Failure;true;Success
Run 356;Gesamtdauer ms;3324,026;teuer, Performance pruefen
Run 356;Final Placed Rooms;14;
Run 356;Open Sockets Pre-Cap;7;
Run 356;Error Cause;None;
Run 357;Varianten-ID;HighControl;
Run 357;Success / Failure;true;Success
Run 357;Gesamtdauer ms;3433,652;teuer, Performance pruefen
Run 357;Final Placed Rooms;16;
Run 357;Open Sockets Pre-Cap;8;
Run 357;Error Cause;None;
Run 358;Varianten-ID;HighControl;
Run 358;Success / Failure;true;Success
Run 358;Gesamtdauer ms;3338,621;teuer, Performance pruefen
Run 358;Final Placed Rooms;17;
Run 358;Open Sockets Pre-Cap;8;
Run 358;Error Cause;None;
Run 359;Varianten-ID;HighControl;
Run 359;Success / Failure;true;Success
Run 359;Gesamtdauer ms;3201,844;teuer, Performance pruefen
Run 359;Final Placed Rooms;17;
Run 359;Open Sockets Pre-Cap;8;
Run 359;Error Cause;None;
Run 360;Varianten-ID;HighControl;
Run 360;Success / Failure;true;Success
Run 360;Gesamtdauer ms;3456,728;teuer, Performance pruefen
Run 360;Final Placed Rooms;18;
Run 360;Open Sockets Pre-Cap;9;
Run 360;Error Cause;None;
Run 361;Varianten-ID;HighControl;
Run 361;Success / Failure;true;Success
Run 361;Gesamtdauer ms;3400,248;teuer, Performance pruefen
Run 361;Final Placed Rooms;15;
Run 361;Open Sockets Pre-Cap;6;
Run 361;Error Cause;None;
Run 362;Varianten-ID;HighControl;
Run 362;Success / Failure;true;Success
Run 362;Gesamtdauer ms;3376,782;teuer, Performance pruefen
Run 362;Final Placed Rooms;15;
Run 362;Open Sockets Pre-Cap;3;
Run 362;Error Cause;None;
Run 363;Varianten-ID;HighControl;
Run 363;Success / Failure;true;Success
Run 363;Gesamtdauer ms;3344,215;teuer, Performance pruefen
Run 363;Final Placed Rooms;14;
Run 363;Open Sockets Pre-Cap;3;
Run 363;Error Cause;None;
Run 364;Varianten-ID;HighControl;
Run 364;Success / Failure;true;Success
Run 364;Gesamtdauer ms;3274,807;teuer, Performance pruefen
Run 364;Final Placed Rooms;18;
Run 364;Open Sockets Pre-Cap;9;
Run 364;Error Cause;None;
Run 365;Varianten-ID;HighControl;
Run 365;Success / Failure;true;Success
Run 365;Gesamtdauer ms;3376,717;teuer, Performance pruefen
Run 365;Final Placed Rooms;15;
Run 365;Open Sockets Pre-Cap;5;
Run 365;Error Cause;None;
Run 366;Varianten-ID;HighControl;
Run 366;Success / Failure;true;Success
Run 366;Gesamtdauer ms;3471,733;teuer, Performance pruefen
Run 366;Final Placed Rooms;17;
Run 366;Open Sockets Pre-Cap;10;
Run 366;Error Cause;None;
Run 367;Varianten-ID;HighControl;
Run 367;Success / Failure;true;Success
Run 367;Gesamtdauer ms;3589,41;teuer, Performance pruefen
Run 367;Final Placed Rooms;16;
Run 367;Open Sockets Pre-Cap;7;
Run 367;Error Cause;None;
Run 368;Varianten-ID;HighControl;
Run 368;Success / Failure;true;Success
Run 368;Gesamtdauer ms;3139,124;teuer, Performance pruefen
Run 368;Final Placed Rooms;14;
Run 368;Open Sockets Pre-Cap;3;
Run 368;Error Cause;None;
Run 369;Varianten-ID;HighControl;
Run 369;Success / Failure;true;Success
Run 369;Gesamtdauer ms;3221,189;teuer, Performance pruefen
Run 369;Final Placed Rooms;15;
Run 369;Open Sockets Pre-Cap;7;
Run 369;Error Cause;None;
Run 370;Varianten-ID;HighControl;
Run 370;Success / Failure;true;Success
Run 370;Gesamtdauer ms;3258,506;teuer, Performance pruefen
Run 370;Final Placed Rooms;18;
Run 370;Open Sockets Pre-Cap;10;
Run 370;Error Cause;None;
Run 371;Varianten-ID;HighControl;
Run 371;Success / Failure;true;Success
Run 371;Gesamtdauer ms;3473,233;teuer, Performance pruefen
Run 371;Final Placed Rooms;17;
Run 371;Open Sockets Pre-Cap;9;
Run 371;Error Cause;None;
Run 372;Varianten-ID;HighControl;
Run 372;Success / Failure;true;Success
Run 372;Gesamtdauer ms;3443,612;teuer, Performance pruefen
Run 372;Final Placed Rooms;20;
Run 372;Open Sockets Pre-Cap;9;
Run 372;Error Cause;None;
Run 373;Varianten-ID;HighControl;
Run 373;Success / Failure;true;Success
Run 373;Gesamtdauer ms;3405,494;teuer, Performance pruefen
Run 373;Final Placed Rooms;14;
Run 373;Open Sockets Pre-Cap;7;
Run 373;Error Cause;None;
Run 374;Varianten-ID;HighControl;
Run 374;Success / Failure;true;Success
Run 374;Gesamtdauer ms;3538,949;teuer, Performance pruefen
Run 374;Final Placed Rooms;16;
Run 374;Open Sockets Pre-Cap;9;
Run 374;Error Cause;None;
Run 375;Varianten-ID;HighControl;
Run 375;Success / Failure;true;Success
Run 375;Gesamtdauer ms;3576,976;teuer, Performance pruefen
Run 375;Final Placed Rooms;15;
Run 375;Open Sockets Pre-Cap;6;
Run 375;Error Cause;None;
Run 376;Varianten-ID;HighControl;
Run 376;Success / Failure;true;Success
Run 376;Gesamtdauer ms;3767,757;teuer, Performance pruefen
Run 376;Final Placed Rooms;17;
Run 376;Open Sockets Pre-Cap;10;
Run 376;Error Cause;None;
Run 377;Varianten-ID;HighControl;
Run 377;Success / Failure;true;Success
Run 377;Gesamtdauer ms;3573,963;teuer, Performance pruefen
Run 377;Final Placed Rooms;17;
Run 377;Open Sockets Pre-Cap;8;
Run 377;Error Cause;None;
Run 378;Varianten-ID;HighControl;
Run 378;Success / Failure;true;Success
Run 378;Gesamtdauer ms;3603,191;teuer, Performance pruefen
Run 378;Final Placed Rooms;17;
Run 378;Open Sockets Pre-Cap;7;
Run 378;Error Cause;None;
Run 379;Varianten-ID;HighControl;
Run 379;Success / Failure;true;Success
Run 379;Gesamtdauer ms;3670,409;teuer, Performance pruefen
Run 379;Final Placed Rooms;17;
Run 379;Open Sockets Pre-Cap;6;
Run 379;Error Cause;None;
Run 380;Varianten-ID;HighControl;
Run 380;Success / Failure;true;Success
Run 380;Gesamtdauer ms;3727,924;teuer, Performance pruefen
Run 380;Final Placed Rooms;16;
Run 380;Open Sockets Pre-Cap;8;
Run 380;Error Cause;None;
Run 381;Varianten-ID;HighControl;
Run 381;Success / Failure;true;Success
Run 381;Gesamtdauer ms;3854,532;teuer, Performance pruefen
Run 381;Final Placed Rooms;17;
Run 381;Open Sockets Pre-Cap;9;
Run 381;Error Cause;None;
Run 382;Varianten-ID;HighControl;
Run 382;Success / Failure;true;Success
Run 382;Gesamtdauer ms;3789,879;teuer, Performance pruefen
Run 382;Final Placed Rooms;13;
Run 382;Open Sockets Pre-Cap;5;
Run 382;Error Cause;None;
Run 383;Varianten-ID;HighControl;
Run 383;Success / Failure;true;Success
Run 383;Gesamtdauer ms;3796,753;teuer, Performance pruefen
Run 383;Final Placed Rooms;18;
Run 383;Open Sockets Pre-Cap;9;
Run 383;Error Cause;None;
Run 384;Varianten-ID;HighControl;
Run 384;Success / Failure;true;Success
Run 384;Gesamtdauer ms;3941,274;teuer, Performance pruefen
Run 384;Final Placed Rooms;18;
Run 384;Open Sockets Pre-Cap;10;
Run 384;Error Cause;None;
Run 385;Varianten-ID;HighControl;
Run 385;Success / Failure;true;Success
Run 385;Gesamtdauer ms;4054,416;teuer, Performance pruefen
Run 385;Final Placed Rooms;27;
Run 385;Open Sockets Pre-Cap;17;
Run 385;Error Cause;None;
Run 386;Varianten-ID;HighControl;
Run 386;Success / Failure;true;Success
Run 386;Gesamtdauer ms;3718,095;teuer, Performance pruefen
Run 386;Final Placed Rooms;27;
Run 386;Open Sockets Pre-Cap;17;
Run 386;Error Cause;None;
Run 387;Varianten-ID;HighControl;
Run 387;Success / Failure;true;Success
Run 387;Gesamtdauer ms;3342,931;teuer, Performance pruefen
Run 387;Final Placed Rooms;27;
Run 387;Open Sockets Pre-Cap;17;
Run 387;Error Cause;None;
Run 388;Varianten-ID;HighControl;
Run 388;Success / Failure;true;Success
Run 388;Gesamtdauer ms;3132,283;teuer, Performance pruefen
Run 388;Final Placed Rooms;27;
Run 388;Open Sockets Pre-Cap;17;
Run 388;Error Cause;None;
Run 389;Varianten-ID;HighControl;
Run 389;Success / Failure;true;Success
Run 389;Gesamtdauer ms;2724,327;teuer, Performance pruefen
Run 389;Final Placed Rooms;27;
Run 389;Open Sockets Pre-Cap;17;
Run 389;Error Cause;None;
Run 390;Varianten-ID;HighControl;
Run 390;Success / Failure;true;Success
Run 390;Gesamtdauer ms;2422,304;teuer, Performance pruefen
Run 390;Final Placed Rooms;27;
Run 390;Open Sockets Pre-Cap;17;
Run 390;Error Cause;None;
Run 391;Varianten-ID;HighControl;
Run 391;Success / Failure;true;Success
Run 391;Gesamtdauer ms;2198,411;teuer, Performance pruefen
Run 391;Final Placed Rooms;27;
Run 391;Open Sockets Pre-Cap;17;
Run 391;Error Cause;None;
Run 392;Varianten-ID;HighControl;
Run 392;Success / Failure;true;Success
Run 392;Gesamtdauer ms;1957,863;teuer, Performance pruefen
Run 392;Final Placed Rooms;27;
Run 392;Open Sockets Pre-Cap;17;
Run 392;Error Cause;None;
Run 393;Varianten-ID;HighControl;
Run 393;Success / Failure;true;Success
Run 393;Gesamtdauer ms;1700,358;teuer, Performance pruefen
Run 393;Final Placed Rooms;27;
Run 393;Open Sockets Pre-Cap;17;
Run 393;Error Cause;None;
Run 394;Varianten-ID;HighControl;
Run 394;Success / Failure;true;Success
Run 394;Gesamtdauer ms;1391,666;teuer, Performance pruefen
Run 394;Final Placed Rooms;27;
Run 394;Open Sockets Pre-Cap;17;
Run 394;Error Cause;None;
Run 395;Varianten-ID;HighControl;
Run 395;Success / Failure;true;Success
Run 395;Gesamtdauer ms;1350,081;teuer, Performance pruefen
Run 395;Final Placed Rooms;27;
Run 395;Open Sockets Pre-Cap;17;
Run 395;Error Cause;None;
Run 396;Varianten-ID;HighControl;
Run 396;Success / Failure;true;Success
Run 396;Gesamtdauer ms;1154,064;teuer, Performance pruefen
Run 396;Final Placed Rooms;27;
Run 396;Open Sockets Pre-Cap;17;
Run 396;Error Cause;None;
Run 397;Varianten-ID;HighControl;
Run 397;Success / Failure;true;Success
Run 397;Gesamtdauer ms;918,1;spuerbar, aber fuer Offline-Generierung brauchbar
Run 397;Final Placed Rooms;27;
Run 397;Open Sockets Pre-Cap;17;
Run 397;Error Cause;None;
Run 398;Varianten-ID;HighControl;
Run 398;Success / Failure;true;Success
Run 398;Gesamtdauer ms;547,183;spuerbar, aber fuer Offline-Generierung brauchbar
Run 398;Final Placed Rooms;27;
Run 398;Open Sockets Pre-Cap;17;
Run 398;Error Cause;None;
Run 399;Varianten-ID;HighControl;
Run 399;Success / Failure;true;Success
Run 399;Gesamtdauer ms;472,432;spuerbar, aber fuer Offline-Generierung brauchbar
Run 399;Final Placed Rooms;27;
Run 399;Open Sockets Pre-Cap;17;
Run 399;Error Cause;None;
Run 400;Varianten-ID;HighControl;
Run 400;Success / Failure;true;Success
Run 400;Gesamtdauer ms;2130,761;teuer, Performance pruefen
Run 400;Final Placed Rooms;23;
Run 400;Open Sockets Pre-Cap;7;
Run 400;Error Cause;None;
Run 401;Varianten-ID;HighControl;
Run 401;Success / Failure;true;Success
Run 401;Gesamtdauer ms;1909,13;teuer, Performance pruefen
Run 401;Final Placed Rooms;23;
Run 401;Open Sockets Pre-Cap;7;
Run 401;Error Cause;None;
Run 402;Varianten-ID;HighControl;
Run 402;Success / Failure;true;Success
Run 402;Gesamtdauer ms;1711,379;teuer, Performance pruefen
Run 402;Final Placed Rooms;23;
Run 402;Open Sockets Pre-Cap;7;
Run 402;Error Cause;None;
Run 403;Varianten-ID;HighControl;
Run 403;Success / Failure;true;Success
Run 403;Gesamtdauer ms;1515,065;teuer, Performance pruefen
Run 403;Final Placed Rooms;23;
Run 403;Open Sockets Pre-Cap;7;
Run 403;Error Cause;None;
Run 404;Varianten-ID;HighControl;
Run 404;Success / Failure;true;Success
Run 404;Gesamtdauer ms;1282,634;teuer, Performance pruefen
Run 404;Final Placed Rooms;23;
Run 404;Open Sockets Pre-Cap;7;
Run 404;Error Cause;None;
Run 405;Varianten-ID;HighControl;
Run 405;Success / Failure;true;Success
Run 405;Gesamtdauer ms;1068,174;teuer, Performance pruefen
Run 405;Final Placed Rooms;23;
Run 405;Open Sockets Pre-Cap;7;
Run 405;Error Cause;None;
Run 406;Varianten-ID;HighControl;
Run 406;Success / Failure;true;Success
Run 406;Gesamtdauer ms;800,367;spuerbar, aber fuer Offline-Generierung brauchbar
Run 406;Final Placed Rooms;23;
Run 406;Open Sockets Pre-Cap;7;
Run 406;Error Cause;None;
Run 407;Varianten-ID;HighControl;
Run 407;Success / Failure;true;Success
Run 407;Gesamtdauer ms;572,641;spuerbar, aber fuer Offline-Generierung brauchbar
Run 407;Final Placed Rooms;23;
Run 407;Open Sockets Pre-Cap;7;
Run 407;Error Cause;None;
Run 408;Varianten-ID;HighControl;
Run 408;Success / Failure;true;Success
Run 408;Gesamtdauer ms;399,547;spuerbar, aber fuer Offline-Generierung brauchbar
Run 408;Final Placed Rooms;23;
Run 408;Open Sockets Pre-Cap;7;
Run 408;Error Cause;None;
Run 409;Varianten-ID;HighControl;
Run 409;Success / Failure;true;Success
Run 409;Gesamtdauer ms;193,042;unproblematisch
Run 409;Final Placed Rooms;23;
Run 409;Open Sockets Pre-Cap;7;
Run 409;Error Cause;None;
Run 410;Varianten-ID;HighControl;
Run 410;Success / Failure;true;Success
Run 410;Gesamtdauer ms;119,73;unproblematisch
Run 410;Final Placed Rooms;23;
Run 410;Open Sockets Pre-Cap;7;
Run 410;Error Cause;None;
Run 411;Varianten-ID;HighControl;
Run 411;Success / Failure;true;Success
Run 411;Gesamtdauer ms;3307,369;teuer, Performance pruefen
Run 411;Final Placed Rooms;17;
Run 411;Open Sockets Pre-Cap;10;
Run 411;Error Cause;None;
Run 412;Varianten-ID;HighControl;
Run 412;Success / Failure;true;Success
Run 412;Gesamtdauer ms;3461,055;teuer, Performance pruefen
Run 412;Final Placed Rooms;18;
Run 412;Open Sockets Pre-Cap;8;
Run 412;Error Cause;None;
Run 413;Varianten-ID;HighControl;
Run 413;Success / Failure;true;Success
Run 413;Gesamtdauer ms;3827,94;teuer, Performance pruefen
Run 413;Final Placed Rooms;16;
Run 413;Open Sockets Pre-Cap;10;
Run 413;Error Cause;None;
Run 414;Varianten-ID;HighControl;
Run 414;Success / Failure;true;Success
Run 414;Gesamtdauer ms;3696,455;teuer, Performance pruefen
Run 414;Final Placed Rooms;18;
Run 414;Open Sockets Pre-Cap;10;
Run 414;Error Cause;None;
Run 415;Varianten-ID;HighControl;
Run 415;Success / Failure;true;Success
Run 415;Gesamtdauer ms;3741,273;teuer, Performance pruefen
Run 415;Final Placed Rooms;13;
Run 415;Open Sockets Pre-Cap;5;
Run 415;Error Cause;None;
Run 416;Varianten-ID;HighControl;
Run 416;Success / Failure;true;Success
Run 416;Gesamtdauer ms;3871,005;teuer, Performance pruefen
Run 416;Final Placed Rooms;16;
Run 416;Open Sockets Pre-Cap;9;
Run 416;Error Cause;None;
Run 417;Varianten-ID;HighControl;
Run 417;Success / Failure;true;Success
Run 417;Gesamtdauer ms;4079,566;teuer, Performance pruefen
Run 417;Final Placed Rooms;17;
Run 417;Open Sockets Pre-Cap;10;
Run 417;Error Cause;None;
Run 418;Varianten-ID;HighControl;
Run 418;Success / Failure;true;Success
Run 418;Gesamtdauer ms;4013,794;teuer, Performance pruefen
Run 418;Final Placed Rooms;18;
Run 418;Open Sockets Pre-Cap;11;
Run 418;Error Cause;None;
Run 419;Varianten-ID;HighControl;
Run 419;Success / Failure;true;Success
Run 419;Gesamtdauer ms;3826,74;teuer, Performance pruefen
Run 419;Final Placed Rooms;14;
Run 419;Open Sockets Pre-Cap;4;
Run 419;Error Cause;None;
Run 420;Varianten-ID;HighControl;
Run 420;Success / Failure;true;Success
Run 420;Gesamtdauer ms;3861,392;teuer, Performance pruefen
Run 420;Final Placed Rooms;16;
Run 420;Open Sockets Pre-Cap;9;
Run 420;Error Cause;None;
Run 421;Varianten-ID;HighControl;
Run 421;Success / Failure;true;Success
Run 421;Gesamtdauer ms;4050,952;teuer, Performance pruefen
Run 421;Final Placed Rooms;17;
Run 421;Open Sockets Pre-Cap;8;
Run 421;Error Cause;None;
Run 422;Varianten-ID;HighControl;
Run 422;Success / Failure;true;Success
Run 422;Gesamtdauer ms;4032,693;teuer, Performance pruefen
Run 422;Final Placed Rooms;19;
Run 422;Open Sockets Pre-Cap;10;
Run 422;Error Cause;None;
Run 423;Varianten-ID;HighControl;
Run 423;Success / Failure;true;Success
Run 423;Gesamtdauer ms;3609,672;teuer, Performance pruefen
Run 423;Final Placed Rooms;16;
Run 423;Open Sockets Pre-Cap;7;
Run 423;Error Cause;None;
Run 424;Varianten-ID;HighControl;
Run 424;Success / Failure;true;Success
Run 424;Gesamtdauer ms;3860,872;teuer, Performance pruefen
Run 424;Final Placed Rooms;19;
Run 424;Open Sockets Pre-Cap;9;
Run 424;Error Cause;None;
Run 425;Varianten-ID;HighControl;
Run 425;Success / Failure;true;Success
Run 425;Gesamtdauer ms;3934,983;teuer, Performance pruefen
Run 425;Final Placed Rooms;16;
Run 425;Open Sockets Pre-Cap;8;
Run 425;Error Cause;None;
Run 426;Varianten-ID;HighControl;
Run 426;Success / Failure;true;Success
Run 426;Gesamtdauer ms;4001,591;teuer, Performance pruefen
Run 426;Final Placed Rooms;16;
Run 426;Open Sockets Pre-Cap;6;
Run 426;Error Cause;None;
Run 427;Varianten-ID;HighControl;
Run 427;Success / Failure;true;Success
Run 427;Gesamtdauer ms;4088,156;teuer, Performance pruefen
Run 427;Final Placed Rooms;16;
Run 427;Open Sockets Pre-Cap;8;
Run 427;Error Cause;None;
Run 428;Varianten-ID;HighControl;
Run 428;Success / Failure;true;Success
Run 428;Gesamtdauer ms;3902,381;teuer, Performance pruefen
Run 428;Final Placed Rooms;17;
Run 428;Open Sockets Pre-Cap;9;
Run 428;Error Cause;None;
Run 429;Varianten-ID;HighControl;
Run 429;Success / Failure;true;Success
Run 429;Gesamtdauer ms;3922,138;teuer, Performance pruefen
Run 429;Final Placed Rooms;16;
Run 429;Open Sockets Pre-Cap;7;
Run 429;Error Cause;None;
Run 430;Varianten-ID;HighControl;
Run 430;Success / Failure;true;Success
Run 430;Gesamtdauer ms;3947,583;teuer, Performance pruefen
Run 430;Final Placed Rooms;16;
Run 430;Open Sockets Pre-Cap;8;
Run 430;Error Cause;None;
Run 431;Varianten-ID;HighControl;
Run 431;Success / Failure;true;Success
Run 431;Gesamtdauer ms;3945,869;teuer, Performance pruefen
Run 431;Final Placed Rooms;18;
Run 431;Open Sockets Pre-Cap;11;
Run 431;Error Cause;None;
Run 432;Varianten-ID;HighControl;
Run 432;Success / Failure;true;Success
Run 432;Gesamtdauer ms;3718,429;teuer, Performance pruefen
Run 432;Final Placed Rooms;17;
Run 432;Open Sockets Pre-Cap;7;
Run 432;Error Cause;None;
Run 433;Varianten-ID;HighControl;
Run 433;Success / Failure;true;Success
Run 433;Gesamtdauer ms;3520,409;teuer, Performance pruefen
Run 433;Final Placed Rooms;18;
Run 433;Open Sockets Pre-Cap;7;
Run 433;Error Cause;None;
Run 434;Varianten-ID;HighControl;
Run 434;Success / Failure;true;Success
Run 434;Gesamtdauer ms;3560,248;teuer, Performance pruefen
Run 434;Final Placed Rooms;17;
Run 434;Open Sockets Pre-Cap;9;
Run 434;Error Cause;None;
Run 435;Varianten-ID;HighControl;
Run 435;Success / Failure;true;Success
Run 435;Gesamtdauer ms;3551,499;teuer, Performance pruefen
Run 435;Final Placed Rooms;14;
Run 435;Open Sockets Pre-Cap;3;
Run 435;Error Cause;None;
Run 436;Varianten-ID;HighControl;
Run 436;Success / Failure;true;Success
Run 436;Gesamtdauer ms;3516,476;teuer, Performance pruefen
Run 436;Final Placed Rooms;15;
Run 436;Open Sockets Pre-Cap;6;
Run 436;Error Cause;None;
Run 437;Varianten-ID;HighControl;
Run 437;Success / Failure;true;Success
Run 437;Gesamtdauer ms;3481,409;teuer, Performance pruefen
Run 437;Final Placed Rooms;17;
Run 437;Open Sockets Pre-Cap;8;
Run 437;Error Cause;None;
Run 438;Varianten-ID;HighControl;
Run 438;Success / Failure;true;Success
Run 438;Gesamtdauer ms;3285,387;teuer, Performance pruefen
Run 438;Final Placed Rooms;17;
Run 438;Open Sockets Pre-Cap;8;
Run 438;Error Cause;None;
Run 439;Varianten-ID;HighControl;
Run 439;Success / Failure;true;Success
Run 439;Gesamtdauer ms;3465,613;teuer, Performance pruefen
Run 439;Final Placed Rooms;14;
Run 439;Open Sockets Pre-Cap;4;
Run 439;Error Cause;None;
Run 440;Varianten-ID;HighControl;
Run 440;Success / Failure;true;Success
Run 440;Gesamtdauer ms;3549,849;teuer, Performance pruefen
Run 440;Final Placed Rooms;26;
Run 440;Open Sockets Pre-Cap;15;
Run 440;Error Cause;None;
Run 441;Varianten-ID;HighControl;
Run 441;Success / Failure;true;Success
Run 441;Gesamtdauer ms;3262,226;teuer, Performance pruefen
Run 441;Final Placed Rooms;26;
Run 441;Open Sockets Pre-Cap;15;
Run 441;Error Cause;None;
Run 442;Varianten-ID;HighControl;
